path;type_wikiart;type_semart;style;timeframe;TECHNIQUE;SCHOOL;author
Impressionism/paul-cezanne_basin-and-washing-place-in-jas-de-bouffan.jpg;landscape;landscape;Impressionism;1851-1900;;;CEZANNE, Paul
Color_Field_Painting/barnett-newman_canto-iv-1963.jpg;abstract_painting;portrait;Color_Field_Painting;1801-1850;;;
Naive_Art_Primitivism/marc-chagall_madame-moineau-the-sparrow-woman.jpg;illustration;other;Naive_Art_Primitivism;1851-1900;;;CHAGALL, Marc
12209-pre_f_3.jpg;religious_painting;religious;Early_Renaissance;1301-1350;Tempera on wood;Italian;DUCCIO di Buoninsegna
09922-young_g.jpg;religious_painting;mythological;Romanticism;1801-1850;Oil on canvas;French;COURT, Joseph-Désiré
Impressionism/alfred-sisley_banks-of-the-seine-wind-blowing-1894.jpg;landscape;landscape;Impressionism;1851-1900;;;
Romanticism/sir-lawrence-alma-tadema_architecture-in-ancient-rome-1877.jpg;genre_painting;historical;Romanticism;1601-1650;;;
Impressionism/childe-hassam_girl-in-a-doorway.jpg;genre_painting;landscape;Impressionism;1851-1900;;;HASSAM, Childe
35012-eccehomo.jpg;religious_painting;religious;Northern_Renaissance;1501-1550;Oil on canvas;Italian;ROMANINO, Girolamo
Realism/nicolae-vermont_nchinarea-p-storilor-cu-motivele-satului-rom-nesc-1903.jpg;genre_painting;genre;Realism;1651-1700;;;
13100-trictrac.jpg;genre_painting;genre;Baroque;1651-1700;Oil on canvas;Dutch;VAN DEN EECKHOUT, Gerbrand
Northern_Renaissance/hans-holbein-the-younger_portrait-of-an-englishwoman-1532.jpg;portrait;portrait;Northern_Renaissance;1451-1500;;;
Abstract_Expressionism/sam-francis_untitled-sf220s-1976.jpg;abstract_painting;other;Abstract_Expressionism;1851-1900;;;
Romanticism/gustave-dore_the-childhood-of-gargantua.jpg;illustration;mythological;Romanticism;1501-1550;;;DORE, Gustave
Abstract_Expressionism/perle-fine_pure-myth-1949.jpg;abstract_painting;portrait;Abstract_Expressionism;1851-1900;;;
Post_Impressionism/vincent-van-gogh_sheet-with-a-few-sketches-of-figures-1890.jpg;sketch_and_study;other;Post_Impressionism;1801-1850;;;VAN GOGH, Vincent
Impressionism/pierre-auguste-renoir_pensive-young-woman-leaning-on-her-elbow.jpg;portrait;mythological;Impressionism;1501-1550;;;RENOIR, Pierre-Auguste
Realism/thomas-eakins_mending-the-net-1881.jpg;genre_painting;landscape;Realism;1851-1900;;;
Synthetic_Cubism/pablo-picasso_bottle-of-vieux-marc-glass-guitar-and-newspaper-1913.jpg;still_life;other;Synthetic_Cubism;1851-1900;;;PICASSO, Pablo
Realism/ilya-repin_portrait-of-nadezhda-borisovna-nordman-severova-1909.jpg;portrait;portrait;Realism;1851-1900;;;REPIN, Ilya
31105-2proce11.jpg;religious_painting;religious;Early_Renaissance;1451-1500;Fresco;Italian;PIERO DELLA FRANCESCA
Impressionism/william-merritt-chase_the-back-yard-shinnecock-long-island-new-york.jpg;landscape;landscape;Impressionism;1851-1900;;;
Impressionism/federico-zandomeneghi_mother-and-daughter-1879.jpg;genre_painting;genre;Impressionism;1851-1900;;;
Fauvism/walasse-ting_picnic-quadriptych-1980.jpg;still_life;landscape;Fauvism;1851-1900;;;
Impressionism/max-kurzweil_a-walk-in-the-garden-1896.jpg;genre_painting;genre;Impressionism;1851-1900;;;
37504-wildboar.jpg;still_life;genre;Baroque;1601-1650;Oil on canvas;Flemish;SNYDERS, Frans
Ukiyo_e/katsushika-hokusai_announcement-of-a-farewell-performance-of-bando-mitsugoro.jpg;still_life;mythological;Ukiyo_e;1501-1550;;;
41411-18chape1.jpg;religious_painting;religious;Early_Renaissance;1351-1400;Fresco;Italian;UNKNOWN MASTER, Italian
Art_Nouveau_Modern/raphael-kirchner_couples-between-red-borders-1901-3.jpg;genre_painting;genre;Art_Nouveau;1851-1900;;;KIRCHNER, Raphael
Impressionism/octav-angheluta_rest.jpg;nude_painting;other;Impressionism;1851-1900;;;
30425-rocca8.jpg;genre_painting;mythological;Romanticism;1501-1550;Fresco;Italian;PARMIGIANINO
Realism/john-singer-sargent_portrait-of-lady-helen-vincent-viscountess-d-abernon-1904.jpg;portrait;portrait;Realism;1801-1850;;;SINGER SARGENT, John
Symbolism/odilon-redon_portrait-of-simone-fayet-1907.jpg;portrait;genre;Symbolism;1851-1900;;;
Art_Nouveau_Modern/zinaida-serebriakova_portrait-of-gm-balanchivadze-dzh-balanchina-in-a-suit-of-bacchus.jpg;portrait;portrait;Art_Nouveau;1801-1850;;;
Baroque/caravaggio_christ-on-the-mount-of-olives-1605(1).jpg;religious_painting;religious;Baroque;1601-1650;;;
28851-pieta.jpg;religious_painting;religious;Baroque;1501-1550;Oil on wood;Italian;MORETTO da Brescia
Naive_Art_Primitivism/henri-rousseau_portrait-of-a-woman.jpg;portrait;portrait;Naive_Art_Primitivism;1851-1900;;;
22306-portrai1.jpg;portrait;portrait;High_Renaissance;1501-1550;Oil on wood;Italian;LICINIO, Bernardino
32310-08moses.jpg;religious_painting;religious;Baroque;1601-1650;Oil on canvas;French;POUSSIN, Nicolas
Mannerism_Late_Renaissance/paolo-veronese_martyrdom-of-saint-justina-1575.jpg;religious_painting;religious;Mannerism_Late_Renaissance;1551-1600;;;
Abstract_Expressionism/sam-francis_untitled-sf90-362-1990.jpg;abstract_painting;other;Abstract_Expressionism;1851-1900;;;
Impressionism/camille-pissarro_chestnut-trees-at-osny-1873.jpg;landscape;landscape;Impressionism;1851-1900;;;PISSARRO, Camille
Baroque/caravaggio_saint-francis-of-assisi-in-ecstasy(1).jpg;religious_painting;religious;Baroque;1601-1650;;;
Abstract_Expressionism/friedel-dzubas_hope-distant-1987.jpg;abstract_painting;other;Abstract_Expressionism;1851-1900;;;
Expressionism/pablo-picasso_portrait-of-seniora-soler-girl-in-a-chemise-1903.jpg;portrait;portrait;Expressionism;1851-1900;;;PICASSO, Pablo
Abstract_Expressionism/hans-hofmann_above-deep-waters-1959.jpg;abstract_painting;landscape;Abstract_Expressionism;1851-1900;;;
Rococo/joshua-reynolds_david-garrick-between-tragedy-and-comedy-1761(1).jpg;portrait;religious;Rococo;1751-1800;;;
Romanticism/gustave-dore_in-with-the-river-sunk-and-with-it-rose-satan.jpg;illustration;landscape;Romanticism;1801-1850;;;DORE, Gustave
07422-miracle.jpg;religious_painting;religious;Baroque;1701-1750;Oil on canvas;Italian;CAPPELLA, Francesco
18243-0604grec.jpg;religious_painting;religious;Mannerism_Late_Renaissance;1551-1600;Oil on canvas;Spanish;GRECO, El
Impressionism/alfred-sisley_the-farm-at-trou-d-enfer-autumn-morning-1874.jpg;landscape;landscape;Impressionism;1851-1900;;;
Baroque/rembrandt_portrait-of-titus-the-artist-s-son.jpg;portrait;portrait;Baroque;1601-1650;;;REMBRANDT
43145-turkish.jpg;portrait;portrait;Baroque;1651-1700;Oil on canvas;Dutch;VICTORS, Jan
25994-02last2.jpg;religious_painting;religious;Northern_Renaissance;1451-1500;Oil on wood;Flemish;MEMLING, Hans
42689-avignon.jpg;landscape;landscape;Rococo;1751-1800;Oil on canvas;French;VERNET, Claude-Joseph
Post_Impressionism/pyotr-konchalovsky_peterhof-marley-1931.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;KONCHALOVSKY, Pyotr
Symbolism/kuzma-petrov-vodkin_motherhood-1928.jpg;sketch_and_study;portrait;Symbolism;1851-1900;;;
Abstract_Expressionism/willem-de-kooning_untitled-4.jpg;abstract_painting;other;Abstract_Expressionism;1851-1900;;;
Baroque/rembrandt_susanna-und-die-beiden-alten-1634.jpg;sketch_and_study;other;Baroque;1801-1850;;;REMBRANDT
25066-doublepo.jpg;religious_painting;portrait;Northern_Renaissance;1451-1500;Oil on wood;German;MASTER of the Housebook
32277-06landsc.jpg;landscape;landscape;Northern_Renaissance;1601-1650;Oil on canvas;French;POUSSIN, Nicolas
26391-3francis.jpg;portrait;portrait;Baroque;1701-1750;Oil on canvas;Austrian;VAN MEYTENS, Martin, II
Baroque/aleksey-antropov_portrait-of-tsar-peter-iii-1728-62-1762.jpg;portrait;portrait;Baroque;1751-1800;;;
Impressionism/claude-monet_landscape-on-the-ile-saint-martin.jpg;landscape;landscape;Impressionism;1851-1900;;;MONET, Claude
Post_Impressionism/paul-gauguin_in-the-heat-the-pigs-1888.jpg;genre_painting;genre;Post_Impressionism;1851-1900;;;
Baroque/frans-hals_daniel-van-aken-playing-the-violin.jpg;portrait;portrait;Baroque;1601-1650;;;
Minimalism/rodolfo-arico_assonometria-blu-1969.jpg;abstract_painting;mythological;Minimalism;1501-1550;;;
Baroque/adriaen-brouwer_peasants-fighting.jpg;genre_painting;genre;Baroque;1601-1650;;;
Contemporary_Realism/eric-fischl_the-start-of-a-fairy-tale.jpg;nude_painting;other;Contemporary_Realism;1851-1900;;;
Baroque/peter-paul-rubens_massacre-of-the-innocents.jpg;religious_painting;religious;Baroque;1601-1650;;;
Post_Impressionism/abraham-manievich_snow-covered-street.jpg;cityscape;landscape;Post_Impressionism;1851-1900;;;
Expressionism/pablo-picasso_portrait-of-igor-stravinsky-1920.jpg;portrait;portrait;Expressionism;1851-1900;;;PICASSO, Pablo
Romanticism/orest-kiprensky_portrait-of-ivan-krylov-and-an-unknown-woman.jpg;sketch_and_study;portrait;Romanticism;1801-1850;;;
Realism/david-burliuk_frank-kleinholtz.jpg;portrait;portrait;Realism;1801-1850;;;
Post_Impressionism/vincent-van-gogh_poppies-and-butterflies-1890.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;VAN GOGH, Vincent
26314-portrait.jpg;portrait;portrait;Rococo;1751-1800;Oil on canvas;Austrian;MESSMER, Franz
Impressionism/armand-guillaumin_la-creuse-sous-la-neige-1890.jpg;landscape;landscape;Impressionism;1851-1900;;;
Realism/vasily-surikov_scene-from-the-roman-carnival-1884.jpg;genre_painting;portrait;Realism;1851-1900;;;
Expressionism/august-macke_franz-marc-and-maria-in-the-studio-pastel-lenbachhaus-munich.jpg;genre_painting;genre;Expressionism;1851-1900;;;
Northern_Renaissance/hans-memling_john-the-baptist-and-st-lawrence.jpg;religious_painting;religious;Northern_Renaissance;1401-1450;;;
Abstract_Expressionism/jane-frank_night-landings-sambura-1970.jpg;abstract_painting;other;Abstract_Expressionism;1851-1900;;;
Northern_Renaissance/hieronymus-bosch_the-adoration-of-the-magi-1510-1.jpg;religious_painting;religious;Northern_Renaissance;1451-1500;;;
Impressionism/pablo-picasso_longchamp-1901.jpg;genre_painting;other;Impressionism;1851-1900;;;PICASSO, Pablo
40334-arques.jpg;landscape;landscape;Impressionism;1851-1900;Oil on canvas;American;TWACHTMAN, John Henry
Mannerism_Late_Renaissance/tintoretto_the-prayer-in-the-garden-1581.jpg;religious_painting;religious;Mannerism_Late_Renaissance;1551-1600;;;
Impressionism/eugene-boudin_the-port-of-bordeaux-1876.jpg;cityscape;landscape;Impressionism;1851-1900;;;BOUDIN, Eugene
Post_Impressionism/amrita-sher-gil_ancient-storyteller-1940.jpg;genre_painting;genre;Post_Impressionism;1851-1900;;;
Baroque/rembrandt_old-woman-reading.jpg;portrait;portrait;Baroque;1601-1650;;;REMBRANDT
Expressionism/zinaida-serebriakova_portrait-of-a-young-girl-marrakesh-1932.jpg;portrait;portrait;Expressionism;1851-1900;;;
Realism/salvador-dali_figure-at-a-window.jpg;portrait;genre;Realism;1851-1900;;;DALI, Salvador
04805-cremona3.jpg;religious_painting;religious;High_Renaissance;1451-1500;Fresco;Italian;BOCCACCINO, Boccaccio
42005-solomoa.jpg;religious_painting;religious;Baroque;1601-1650;Oil on canvas;French;VALENTIN DE BOULOGNE
Mannerism_Late_Renaissance/giorgio-vasari_portrait-of-nicolosa-bacci-and-the-a-noblewoman-from-arezzo.jpg;portrait;religious;Mannerism_Late_Renaissance;1501-1550;;;
Impressionism/maurice-prendergast_low-tide-1.jpg;genre_painting;landscape;Impressionism;1851-1900;;;
Post_Impressionism/gustave-loiseau_cliffs-by-the-sea.jpg;landscape;landscape;Post_Impressionism;1851-1900;;;
Impressionism/james-tissot_mrs-newton-with-a-parasol.jpg;portrait;portrait;Impressionism;1851-1900;;;
22991-amelia.jpg;portrait;portrait;Rococo;1701-1750;Oil on canvas;French;LOO, Jean-Baptiste van
Symbolism/tivadar-kosztka-csontvary_valley-of-great-tarpatak-in-the-high-tatras-1905.jpg;landscape;landscape;Symbolism;1801-1850;;;
33963-st_peter.jpg;religious_painting;religious;Baroque;1601-1650;Oil on canvas;Italian;RENI, Guido
Rococo/giovanni-battista-tiepolo_john-the-baptist-preaching-1733.jpg;religious_painting;religious;Rococo;1701-1750;;;
Post_Impressionism/georges-seurat_study-with-figures-study-for-la-grande-jatte-1885.jpg;genre_painting;landscape;Post_Impressionism;1851-1900;;;
Romanticism/konstantin-makovsky_boyaryshnya-5.jpg;portrait;portrait;Romanticism;1801-1850;;;
Romanticism/william-shayer_ben-nevis-and-mountain-stream-1855.jpg;landscape;landscape;Romanticism;1801-1850;;;
Impressionism/victor-borisov-musatov_in-the-park.jpg;genre_painting;genre;Impressionism;1851-1900;;;
Impressionism/walter-sickert_sketch-for-the-statue-of-duquesne-dieppe.jpg;sketch_and_study;landscape;Impressionism;1801-1850;;;
Impressionism/camille-pissarro_village-corner-1863.jpg;landscape;landscape;Impressionism;1851-1900;;;PISSARRO, Camille
Romanticism/viktor-vasnetsov_the-virgin-and-child.jpg;religious_painting;portrait;Romanticism;1851-1900;;;
31508-este.jpg;portrait;portrait;High_Renaissance;1401-1450;Tempera on wood;Italian;PISANELLO
08778-donator1.jpg;portrait;religious;Northern_Renaissance;1451-1500;Oil on wood;Flemish;CHRISTUS, Petrus
Fauvism/andre-derain_figures-from-a-carnival.jpg;sketch_and_study;other;Fauvism;1851-1900;;;
Art_Nouveau_Modern/jacek-malczewski_country-1903.jpg;genre_painting;portrait;Art_Nouveau;1851-1900;;;
Symbolism/nicholas-roerich_study-to-book-of-wisdom.jpg;sketch_and_study;landscape;Symbolism;1851-1900;;;ROERICH, Nicholas
43087-adoratio.jpg;religious_painting;religious;Baroque;1651-1700;Oil on wood;Dutch;VERWILT, François
07833-3disput.jpg;religious_painting;religious;High_Renaissance;1501-1550;Tempera on canvas;Italian;CARPACCIO, Vittore
Baroque/agostino-carracci_st-margaret-from-the-episode-holy-women-1578.jpg;religious_painting;religious;Baroque;1451-1500;;;
Impressionism/joaquã­n-sorolla_the-suckling-child-1894.jpg;genre_painting;interior;Impressionism;1851-1900;;;
09555-corot10.jpg;portrait;mythological;Romanticism;1801-1850;Oil on canvas;French;COROT, Jean-Baptiste Camille
Realism/ivan-shishkin_from-the-banks-of-the-kama-river-near-yelabuga-1885.jpg;landscape;landscape;Realism;1501-1550;;;SHISHKIN, Ivan
Romanticism/ivan-aivazovsky_pyramids-1895.jpg;landscape;landscape;Romanticism;1851-1900;;;AIVAZOVSKY, Ivan
Realism/camille-pissarro_banks-of-the-river-marne-in-winter-1866.jpg;landscape;landscape;Realism;1851-1900;;;PISSARRO, Camille
38236-cecilia.jpg;portrait;religious;Baroque;1601-1650;Oil on canvas;Italian;STROZZI, Bernardo
Realism/salvador-dali_gala-as-madonna-of-port-lligat.jpg;portrait;religious;Realism;1451-1500;;;DALI, Salvador
Romanticism/gustave-dore_jesus-and-the-disciples-going-to-emmaus.jpg;religious_painting;religious;Romanticism;1451-1500;;;DORE, Gustave
Baroque/anthony-van-dyck_apostle-jude-1621.jpg;religious_painting;mythological;Baroque;1601-1650;;;
Impressionism/paul-gauguin_normandy-landscape-cow-in-a-meadow-1884.jpg;landscape;landscape;Impressionism;1851-1900;;;
Romanticism/gustave-dore_paradiso-canto-2.jpg;illustration;religious;Romanticism;1751-1800;;;DORE, Gustave
Impressionism/hoca-ali-riza_peyzaj(1).jpg;landscape;landscape;Impressionism;1801-1850;;;
Naive_Art_Primitivism/marc-chagall_an-angel-painter-1928.jpg;religious_painting;other;Naive_Art_Primitivism;1851-1900;;;CHAGALL, Marc
Impressionism/william-merritt-chase_peonies-1897.jpg;genre_painting;genre;Impressionism;1851-1900;;;
Symbolism/nicholas-roerich_spell-words-1922.jpg;genre_painting;other;Symbolism;1801-1850;;;ROERICH, Nicholas
14949-4arles03.jpg;genre_painting;landscape;Post_Impressionism;1851-1900;Oil on canvas;French;GAUGUIN, Paul
Baroque/paul-bril_jesus-walking-on-the-sea-of-galilee-1590.jpg;religious_painting;landscape;Baroque;1551-1600;;;
30114-grotesqu.jpg;religious_painting;other;High_Renaissance;1551-1600;Fresco;Italian;PAGANINO, Giovanni Antonio
Early_Renaissance/sandro-botticelli_the-annunciation-predella-panel-from-the-altarpiece-of-st-mark-1490(1).jpg;religious_painting;religious;Early_Renaissance;1451-1500;;;
Impressionism/william-merritt-chase_the-olive-grove.jpg;landscape;landscape;Impressionism;1851-1900;;;
10981-205david.jpg;religious_painting;historical;Baroque;1801-1850;Oil on canvas;French;DAVID, Jacques-Louis
Cubism/pablo-picasso_musicians-with-masks-1921.jpg;genre_painting;genre;Cubism;1851-1900;;;PICASSO, Pablo
Rococo/joshua-reynolds_the-dilettanti-society-1778.jpg;portrait;portrait;Rococo;1751-1800;;;
Realism/giovanni-boldini_portrait-of-mrs-howard-johnston-1906.jpg;portrait;portrait;Realism;1851-1900;;;
Northern_Renaissance/albrecht-durer_illustration-to-revelationes-sancte-birgitte-1500.jpg;religious_painting;religious;Northern_Renaissance;1451-1500;;;DURER, Albrecht
29372-3north.jpg;religious_painting;religious;High_Renaissance;1351-1400;Fresco;Italian;NARDO DI CIONE
Cubism/pablo-picasso_farm-woman-1908-1.jpg;portrait;other;Cubism;1851-1900;;;PICASSO, Pablo
37329-4orsini.jpg;religious_painting;religious;Early_Renaissance;1301-1350;Tempera on wood;Italian;SIMONE MARTINI
03396-lamenta.jpg;religious_painting;religious;Mannerism_Late_Renaissance;1551-1600;Oil;Italian;BASSANO, Francesco
Abstract_Expressionism/dan-christensen_shoxa-2000.jpg;abstract_painting;portrait;Abstract_Expressionism;1851-1900;;;
30263-sacra_co.jpg;religious_painting;religious;Mannerism_Late_Renaissance;1501-1550;Oil on wood;Italian;PALMA VECCHIO
Ukiyo_e/kitagawa-utamaro_washing-clothes.jpg;genre_painting;mythological;Ukiyo_e;1801-1850;;;
Early_Renaissance/pietro-perugino_christ-in-the-sarcophagus-1473.jpg;religious_painting;religious;Early_Renaissance;1451-1500;;;
Rococo/joshua-reynolds_omai-of-the-friendly-isles.jpg;sketch_and_study;portrait;Rococo;1751-1800;;;
Mannerism_Late_Renaissance/correggio_the-assumption-of-the-virgin-detail-1530-2(3).jpg;religious_painting;mythological;Mannerism_Late_Renaissance;1501-1550;;;
Realism/gustave-courbet_les-doubs-a-la-maison-monsieur.jpg;landscape;landscape;Realism;1851-1900;;;
Impressionism/konstantin-korovin_winter-1911-1.jpg;landscape;landscape;Impressionism;1851-1900;;;
Impressionism/pierre-auguste-renoir_philippe-gangnat.jpg;portrait;portrait;Impressionism;1851-1900;;;RENOIR, Pierre-Auguste
02724-assumary.jpg;religious_painting;religious;Romanticism;1701-1750;Fresco;German;ASAM, Cosmas Damian
Baroque/frans-hals_the-painter-jan-asselyn-1650.jpg;portrait;portrait;Baroque;1601-1650;;;
Mannerism_Late_Renaissance/tintoretto_portrait-of-a-man-3.jpg;portrait;portrait;Mannerism_Late_Renaissance;1551-1600;;;
Post_Impressionism/gustave-loiseau_the-church-of-st-gervais-1920.jpg;cityscape;landscape;Post_Impressionism;1851-1900;;;
Impressionism/stefan-luchian_inn-without-clients.jpg;landscape;landscape;Impressionism;1851-1900;;;
Minimalism/robert-ryman_wing.jpg;abstract_painting;landscape;Minimalism;1851-1900;;;
Northern_Renaissance/hieronymus-bosch_st-anthony-st-giles-1499.jpg;religious_painting;religious;Northern_Renaissance;1451-1500;;;
Expressionism/paul-delvaux_hat.jpg;portrait;portrait;Expressionism;1451-1500;;;
Expressionism/gerard-sekoto_the-wine-drinker-1945.jpg;portrait;genre;Expressionism;1801-1850;;;
Abstract_Expressionism/william-baziotes_untitled-blue-and-burnt-orange-1960.jpg;abstract_painting;mythological;Abstract_Expressionism;1801-1850;;;
Impressionism/arthur-verona_girl-s-dower.jpg;genre_painting;portrait;Impressionism;1851-1900;;;
Realism/ilya-repin_portrait-of-composer-and-journalist-pavel-ivanovich-blaramberg-1884.jpg;portrait;portrait;Realism;1851-1900;;;REPIN, Ilya
Cubism/georges-braque_the-studio-v-1949.jpg;still_life;religious;Cubism;1651-1700;;;
Symbolism/jozsef-rippl-ronai_portrait-of-mrs-pataki-1892.jpg;portrait;genre;Symbolism;1851-1900;;;
Impressionism/boris-kustodiev_in-the-bois-de-boulogne-1909.jpg;landscape;landscape;Impressionism;1851-1900;;;KUSTODIEV, Boris
Impressionism/john-henry-twachtman_flowers.jpg;landscape;landscape;Impressionism;1851-1900;;;
Post_Impressionism/maxime-maufra_the-river-rance-at-dinard.jpg;cityscape;landscape;Post_Impressionism;1851-1900;;;
Baroque/gerard-terborch_memorial-portrait-of-moses-ter-borch.jpg;portrait;portrait;Baroque;1651-1700;;;
Impressionism/eugene-boudin_fishermen-s-wives-at-the-seaside-1872.jpg;genre_painting;landscape;Impressionism;1851-1900;;;BOUDIN, Eugene
Impressionism/gregoire-boonzaier_district-six-1971.jpg;cityscape;landscape;Impressionism;1851-1900;;;
Mannerism_Late_Renaissance/el-greco_portrait-of-dominican-friar.jpg;portrait;portrait;Mannerism_Late_Renaissance;1551-1600;;;
16791-3east2.jpg;religious_painting;mythological;Mannerism_Late_Renaissance;1501-1550;Fresco;Italian;GIULIO ROMANO
43913-burghers.jpg;religious_painting;historical;Mannerism_Late_Renaissance;1751-1800;Oil on canvas;American;WEST, Benjamin
Impressionism/pierre-auguste-renoir_girls-at-the-piano-1892.jpg;genre_painting;genre;Impressionism;1751-1800;;;RENOIR, Pierre-Auguste
16395-chris23.jpg;religious_painting;religious;Early_Renaissance;1301-1350;Fresco;Italian;GIOTTO di Bondone
Art_Nouveau_Modern/heorhiy-narbut_sheet-a-from-the-album-ukrainian-alphabet-1917.jpg;illustration;mythological;Art_Nouveau;1451-1500;;;
Romanticism/albert-bierstadt_fishing-boats-at-capri-1857.jpg;genre_painting;landscape;Romanticism;1851-1900;;;
Impressionism/william-merritt-chase_wind-swept-sands-shinnecock-long-island.jpg;landscape;landscape;Impressionism;1851-1900;;;
39135-03zianig.jpg;genre_painting;genre;Rococo;1751-1800;Fresco;Italian;TIEPOLO, Giovanni Domenico
Symbolism/salvador-dali_veni-domine-jesu-revelation-22-17-1967.jpg;religious_painting;genre;Symbolism;1851-1900;;;DALI, Salvador
Impressionism/pierre-auguste-renoir_landscape-at-essoyes.jpg;landscape;landscape;Impressionism;1851-1900;;;RENOIR, Pierre-Auguste
Post_Impressionism/vladimir-dimitrov_unknown-title-3.jpg;genre_painting;genre;Post_Impressionism;1851-1900;;;
Naive_Art_Primitivism/fernando-botero_watermelons-and-oranges.jpg;still_life;still-life;Naive_Art_Primitivism;1651-1700;;;
Impressionism/edgar-degas_the-tub-1886-1.jpg;nude_painting;genre;Impressionism;1851-1900;;;DEGAS, Edgar
Baroque/anthony-van-dyck_portrait-of-clelia-cattaneo-daughter-of-marchesa-elena-grimaldi-1623.jpg;portrait;portrait;Baroque;1601-1650;;;
Realism/pablo-picasso_the-old-fisherman-1895.jpg;portrait;genre;Realism;1851-1900;;;PICASSO, Pablo
Pointillism/theo-van-rysselberghe_the-burning-time-1897.jpg;genre_painting;other;Pointillism;1851-1900;;;
Expressionism/ernst-ludwig-kirchner_street-scene.jpg;genre_painting;other;Expressionism;1851-1900;;;
Romanticism/ivan-aivazovsky_ukrainian-landscape-with-chumaks-in-the-moonlight-1869.jpg;landscape;landscape;Romanticism;1751-1800;;;AIVAZOVSKY, Ivan
41933-firetroy.jpg;religious_painting;historical;Mannerism_Late_Renaissance;1601-1650;Oil on metal;Flemish;VAN VALCKENBORCH, Frederik
Realism/boris-kustodiev_summer-a-trip-to-the-terem-1918.jpg;landscape;landscape;Realism;1851-1900;;;KUSTODIEV, Boris
Romanticism/lev-lagorio_simeiz-1899.jpg;genre_painting;landscape;Romanticism;1851-1900;;;
Pop_Art/hiro-yamagata_stargazer-1989.jpg;cityscape;landscape;Pop_Art;1601-1650;;;
Impressionism/pierre-auguste-renoir_the-luncheon.jpg;genre_painting;genre;Impressionism;1851-1900;;;RENOIR, Pierre-Auguste
Impressionism/konstantin-korovin_cafe-in-yalta-1905.jpg;cityscape;landscape;Impressionism;1851-1900;;;
37514-5eccehom.jpg;religious_painting;religious;Mannerism_Late_Renaissance;1501-1550;Oil on wood;Italian;SODOMA, Il
Romanticism/cornelis-springer_cityhall-paderborn.jpg;cityscape;landscape;Romanticism;1851-1900;;;
Baroque/adriaen-van-de-velde_milking-a-cow-1666.jpg;genre_painting;landscape;Baroque;1651-1700;;;
Post_Impressionism/vincent-van-gogh_view-of-saintes-maries-1888.jpg;cityscape;landscape;Post_Impressionism;1851-1900;;;VAN GOGH, Vincent
Symbolism/salvador-dali_untitled-landscape-with-celestial-beings.jpg;landscape;other;Symbolism;1801-1850;;;DALI, Salvador
Minimalism/joe-goode_untitled-vandalism-series.jpg;abstract_painting;landscape;Minimalism;1701-1750;;;
Realism/eugene-boudin_low-tide-near-honfleur.jpg;landscape;landscape;Realism;1851-1900;;;BOUDIN, Eugene
Symbolism/arnold-bã¶cklin_triton-and-nereid-1877.jpg;sketch_and_study;other;Symbolism;1801-1850;;;
17962-03fortu2.jpg;religious_painting;religious;Early_Renaissance;1451-1500;Fresco;Italian;GOZZOLI, Benozzo
06888-romeview.jpg;landscape;landscape;Rococo;1701-1750;Oil on canvas;Italian;BUSIRI, Giovanni Battista
Abstract_Expressionism/horia-bernea_prapor(1).jpg;abstract_painting;still-life;Abstract_Expressionism;1851-1900;;;
14459-305fried.jpg;landscape;landscape;Romanticism;1801-1850;Oil on canvas;German;FRIEDRICH, Caspar David
Romanticism/karl-bryullov_m-p-volkonskaia(1).jpg;sketch_and_study;portrait;Romanticism;1451-1500;;;
11306-408delac.jpg;genre_painting;mythological;Romanticism;1801-1850;Oil on canvas;French;DELACROIX, Eug?ne
Art_Nouveau_Modern/felix-vallotton_portrait-of-french-poet-jehan-rictus-1898.jpg;portrait;portrait;Art_Nouveau;1851-1900;;;
Expressionism/serge-sudeikin_lovers-in-the-field.jpg;landscape;other;Expressionism;1801-1850;;;
Realism/ivan-shishkin_landscape-1896-1.jpg;landscape;landscape;Realism;1851-1900;;;SHISHKIN, Ivan
10327-09elect8.jpg;portrait;portrait;Northern_Renaissance;1501-1550;Oil on canvas;German;CRANACH, Lucas the Elder
10412-16luther.jpg;portrait;portrait;Northern_Renaissance;1501-1550;Oil on wood;German;CRANACH, Lucas the Younger
Art_Nouveau_Modern/ivan-bilibin_provence-pines-on-the-shore-1929.jpg;landscape;landscape;Art_Nouveau;1801-1850;;;
Realism/ilya-repin_portrait-of-the-writer-t-l-shchepkina-kupernik-1914.jpg;portrait;portrait;Realism;1851-1900;;;REPIN, Ilya
Realism/isaac-levitan_forest.jpg;landscape;landscape;Realism;1851-1900;;;
Expressionism/lucian-freud_bella-1983.jpg;nude_painting;religious;Expressionism;1851-1900;;;
37237-saints50.jpg;religious_painting;religious;Early_Renaissance;1301-1350;Fresco;Italian;SIMONE MARTINI
28695-bouquet1.jpg;still_life;still-life;Baroque;1651-1700;Oil on canvas;French;MONNOYER, Jean-Baptiste
13441-port_man.jpg;portrait;portrait;Romanticism;1751-1800;Oil on canvas;French;FABRE, François-Xavier
Impressionism/micaela-eleutheriade_dupa-baie.jpg;portrait;portrait;Impressionism;1851-1900;;;
Minimalism/rodolfo-arico_struttura-1967.jpg;abstract_painting;portrait;Minimalism;1501-1550;;;
